DENND6A,chr3,57678816
DENND6B,chr22,50765489
DEPDC1B,chr5,59995993
DEPDC4,chr12,100660857
DEPDC5,chr22,32150008
DEPDC7,chr11,33037409
DEPTOR,chr8,120885894
DERA,chr12,16064185
DERL1,chr8,124054663
DERL3,chr22,24181199
DES,chr2,220283098
DESI1,chr22,42017061
DESI2,chr1,244816351
DET1,chr15,89089912
DFFA,chr1,10532613
DFFB,chr1,3773830
DFNA5,chr7,24797639
DFNB31,chr9,117267736
DFNB59,chr2,179316162
DGAT1,chr8,145550582
DGAT2,chr11,75479777
DGCR11,chr22,19035888
DGCR14,chr22,19132190
DGCR2,chr22,19109967
DGCR5,chr22,18958010
DGCR8,chr22,20067754
DGCR9,chr22,19005346
DGKA,chr12,56325811
DGKB,chr7,14881075
DGKD,chr2,234263152
DGKE,chr17,54911459
DGKG,chr3,186080023
DGKH,chr13,42622842
DGKI,chr7,137531609
DGKQ,chr4,967348
DGUOK,chr2,74153952
DHCR24,chr1,55352921
DHCR7,chr11,71159477
DHDDS,chr1,26758772
DHDH,chr19,49436938
DHH,chr12,49488602
DHODH,chr16,72042642
DHPS,chr19,12792701
DHRS11,chr17,34948225
DHRS12,chr13,52378298
DHRS13,chr17,27230089
DHRS2,chr14,24105572
DHRS3,chr1,12677820
DHRS4-AS1,chr14,24424321
DHRS4L1,chr14,24476217
DHRS7,chr14,60632211
DHRS7B,chr17,21030240
DHRS7C,chr17,9694614
DHRS9,chr2,169921298
DHTKD1,chr10,12110915
DHX15,chr4,24586184
DHX29,chr5,54603521
DHX30,chr3,47844398
DHX32,chr10,127569884
DHX33,chr17,5372380
DHX34,chr19,47852537
DHX35,chr20,37590980
DHX36,chr3,154042286
DHX37,chr12,125473667
DHX38,chr16,72127614
DHX40,chr17,57642885
DHX57,chr2,39103021
DHX58,chr17,40264751
DHX8,chr17,41561333
DHX9,chr1,182857117
DIABLO,chr12,122711115
DIAPH1,chr5,140998622
DIAPH2,chrX,95939661
DIAPH3,chr13,60738119
DICER1,chr14,95623759
DICER1-AS1,chr14,95624024
DIDO1,chr20,61569304
DIEXF,chr1,210001311
DIMT1,chr5,61699728
DIO1,chr1,54359860
DIO2,chr14,80677864
DIO3,chr14,102027687
DIO3OS,chr14,102022013
DIP2A,chr21,47878861
DIP2B,chr12,50898767
DIP2C,chr10,735608
DIRAS1,chr19,2721390
DIRAS2,chr9,93405108
DIRAS3,chr1,68516460
DIRC1,chr2,189654831
DIRC2,chr3,122513900
DIRC3,chr2,218621316
DIS3,chr13,73356266
DIS3L,chr15,66585632
DIS3L2,chr2,232826292
DISC1,chr1,231762560
DISC1FP1,chr11,90648220
DISP1,chr1,222988430
DISP2,chr15,40650433
DIXDC1,chr11,111848032
DKFZP586I1420,chr7,30409665
DKFZp686K1684,chr11,31838113
DKFZp779M0652,chr11,45792982
DKK1,chr10,54074040
DKK2,chr4,107957453
DKK3,chr11,12030917
DKK4,chr8,42234674
DKKL1,chr19,49867041
DLAT,chr11,111895537
DLC1,chr8,13372429
DLEC1,chr3,38080695
DLEU2,chr13,50699677
DLEU7,chr13,51417885
DLG1,chr3,197025447
DLG2,chr11,84634465
DLG3,chrX,69664704
DLG4,chr17,7123369
DLG5,chr10,79686348
DLG5-AS1,chr10,79686569
DLGAP1,chr18,3496029
DLGAP1-AS1,chr18,3594111
DLGAP2,chr8,1449531
DLGAP3,chr1,35370984
DLGAP4,chr20,34995443
DLGAP5,chr14,55658396
DLK1,chr14,101193201
DLK2,chr6,43423362
DLL1,chr6,170599697
DLL3,chr19,39989556
DLX1,chr2,172950207
DLX2,chr2,172967478
DLX3,chr17,48072588
DLX4,chr17,48050129
DLX5,chr7,96654143
DLX6,chr7,96635289
DLX6-AS1,chr7,96643377
DMAP1,chr1,44679124
DMBT1,chr10,124320180
DMBT1P1,chr10,124516209
DMBX1,chr1,46972667
DMC1,chr22,38966201
DMD,chrX,31285024
DMGDH,chr5,78365497
DMKN,chr19,36004560
DMRT1,chr9,841689
DMRT2,chr9,1050619
DMRT3,chr9,976967
DMRTA1,chr9,22446839
DMRTA2,chr1,50889119
DMRTB1,chr1,53925071
DMTF1,chr7,86781869
DMTN,chr8,21916685
DMWD,chr19,46296060
DMXL1,chr5,118407083
DMXL2,chr15,51914967
DNA2,chr10,70231730
DNAAF1,chr16,84178864
DNAAF2,chr14,50101948
DNAAF3,chr19,55678090
DNAH1,chr3,52350334
DNAH10,chr12,124420267
DNAH11,chr7,21582832
DNAH12,chr3,57530071
DNAH14,chr1,225117362
DNAH17,chr17,76573476
DNAH2,chr17,7623038
DNAH3,chr16,21170762
DNAH5,chr5,13944589
DNAH6,chr2,84743578
DNAH7,chr2,196933536
DNAH8,chr6,38683116
DNAH9,chr17,11501747
DNAI1,chr9,34458749
DNAI2,chr17,72270385
DNAJA2,chr16,47007625
DNAJA3,chr16,4475805
DNAJA4,chr15,78556486
DNAJB11,chr3,186288466
DNAJB12,chr10,74114907
DNAJB13,chr11,73661363
DNAJB14,chr4,100867883
DNAJB2,chr2,220144039
DNAJB4,chr1,78470635
DNAJB5,chr9,34989637
DNAJB6,chr7,157129710
DNAJB8,chr3,128186091
DNAJB9,chr7,108210188
DNAJC1,chr10,22292650
DNAJC10,chr2,183580767
DNAJC11,chr1,6761966
DNAJC12,chr10,69597937
DNAJC13,chr3,132136552
DNAJC14,chr12,56223420
DNAJC15,chr13,43597361
DNAJC17,chr15,41099676
DNAJC18,chr5,138775214
DNAJC19,chr3,180707562
DNAJC2,chr7,102985320
DNAJC21,chr5,34929697
DNAJC22,chr12,49741040
DNAJC24,chr11,31391376
DNAJC25,chr9,114393631
DNAJC25-GNG10,chr9,114393631
DNAJC27,chr2,25194963
DNAJC28,chr21,34864030
DNAJC3,chr13,96329392
DNAJC30,chr7,73097781
DNAJC4,chr11,63997752
DNAJC5,chr20,62526454
DNAJC5G,chr2,27498288
DNAJC6,chr1,65730376
DNAJC7,chr17,40128438
DNAJC8,chr1,28526789
DNAL1,chr14,74111577
DNAL4,chr22,39190161
DNALI1,chr1,38022519
DNASE1,chr16,3702939
DNASE1L1,chrX,153640427
DNASE1L2,chr16,2286467
DNASE1L3,chr3,58196730
DNASE2,chr19,12992335
DNASE2B,chr1,84864214
DNER,chr2,230579286
DNHD1,chr11,6518525
DNLZ,chr9,139258263
DNM1L,chr12,32832133
DNM1P35,chr15,76032418
DNM2,chr19,10828728
DNM3,chr1,171810617
DNMBP,chr10,101769676
DNMT1,chr19,10305755
DNMT3A,chr2,25475184
DNMT3B,chr20,31350190
DNMT3L,chr21,45682099
DNPEP,chr2,220252662
DNPH1,chr6,43197211
DNTT,chr10,98064084
DNTTIP1,chr20,44420575
DNTTIP2,chr1,94344762
DOC2A,chr16,30022401
DOCK1,chr10,128594022
DOCK10,chr2,225907330
DOCK2,chr5,169064250
DOCK3,chr3,50712671
DOCK5,chr8,25042286
DOCK6,chr19,11373168
DOCK7,chr1,63154039
DOCK8,chr9,214864
DOCK9,chr13,99738660
DOCK9-AS2,chr13,99738976
DOHH,chr19,3500621
DOK4,chr16,57520385
DOK5,chr20,53092265
DOK6,chr18,67068283
DOK7,chr4,3465032
DOLK,chr9,131710012
DOLPP1,chr9,131843382
DONSON,chr21,34961014
DOPEY1,chr6,83777384
DOPEY2,chr21,37536838
DOT1L,chr19,2164147
DPAGT1,chr11,118972785
DPCD,chr10,103348088
DPEP1,chr16,89686999
DPEP2,chr16,68033421
DPEP3,chr16,68014452
DPF1,chr19,38714890
DPF3,chr14,73360824
DPH1,chr17,1933430
DPH2,chr1,44435652
DPH3,chr3,16306496
DPH5,chr1,101491362
DPH6,chr15,35838404
DPH7,chr9,140473387
DPM1,chr20,49575060
DPM2,chr9,130700763
DPM3,chr1,155112996
DPP10,chr2,115919683
DPP3,chr11,66247483
DPP4,chr2,162931052
DPP6,chr7,154002346
DPP7,chr9,140009195
DPP8,chr15,65810035
DPP9,chr19,4723855
DPPA2,chr3,109035364
DPPA4,chr3,109056419
DPRX,chr19,54135309
DPRXP4,chr17,29302352
DPT,chr1,168698442
DPY19L3,chr19,32897021
DPY19L4,chr8,95732102
DPY30,chr2,32264844
DPYD,chr1,98386615
DPYS,chr8,105479277
DPYSL2,chr8,26435339
DPYSL3,chr5,146833260
DPYSL4,chr10,134000413
DPYSL5,chr2,27070968
DQX1,chr2,74753408
DR1,chr1,93811477
DRAM1,chr12,102271104
DRAM2,chr1,111682838
DRAP1,chr11,65686727
DRAXIN,chr1,11751780
DRC1,chr2,26624783
DRD1,chr5,174871163
DRD2,chr11,113346001
DRD3,chr3,113897899
DRD4,chr11,637304
DRD5,chr4,9783257
DRG1,chr22,31795538
DRG2,chr17,17991180
DRGX,chr10,50604062
DROSHA,chr5,31532282
DSC1,chr18,28742819
DSC2,chr18,28682388
DSC3,chr18,28622781
DSCAM,chr21,42219039
DSCAML1,chr11,117667976
DSCC1,chr8,120868170
DSCR10,chr21,39578249
DSCR3,chr21,38639833
DSCR4,chr21,39493454
DSCR8,chr21,39493544
DSE,chr6,116601282
DSEL,chr18,65183967
DSG1,chr18,28898051
DSG2,chr18,29078026
DSG3,chr18,29027731
DSN1,chr20,35402154
DSP,chr6,7541869
DST,chr6,56708463
DSTN,chr20,17550598
DSTNP2,chr12,6993845
DSTYK,chr1,205180727
DTD1,chr20,18568555
DTD2,chr14,31926680
DTHD1,chr4,36283236
DTNA,chr18,32073253
DTNB,chr2,25896516
DTNBP1,chr6,15663289
DTWD2,chr5,118324240
DTX1,chr12,113495661
DTX2,chr7,76090971
DTX3L,chr3,122283184
DTX4,chr11,58939811
DTYMK,chr2,242626383
DUOX1,chr15,45422191
DUOX2,chr15,45406359
DUOXA1,chr15,45422059
DUOXA2,chr15,45406522
DUPD1,chr10,76818272
DUS1L,chr17,80023697
DUS2,chr16,68056846
DUS3L,chr19,5791249
DUS4L,chr7,107204401
DUSP1,chr5,172198203
DUSP10,chr1,221915516
DUSP11,chr2,74007284
DUSP12,chr1,161719580
DUSP13,chr10,76868970
DUSP14,chr17,35849950
DUSP15,chr20,30458479
DUSP16,chr12,12715448
DUSP18,chr22,31063872
DUSP2,chr2,96811179
DUSP23,chr1,159750758
DUSP26,chr8,33457439
DUSP27,chr1,167064086
DUSP28,chr2,241499470
DUSP3,chr17,41856368
DUSP4,chr8,29208267
DUSP5,chr10,112257624
DUSP5P1,chr1,228780656
DUSP7,chr3,52090461
DUSP9,chrX,152907896
DUT,chr15,48623620
DVL1,chr1,1284492
DVL2,chr17,7137863
DVL3,chr3,183873283
DYDC1,chr10,82116514
DYM,chr18,46987079
DYNC1H1,chr14,102430864
DYNC1I1,chr7,95401817
DYNC1LI1,chr3,32612366
DYNC1LI2,chr16,66785525
DYNC2H1,chr11,102980159
DYNC2LI1,chr2,44001177
DYNLL2,chr17,56160779
DYNLRB1,chr20,33104188
DYNLRB2,chr16,80574853
DYNLT1,chr6,159065804
DYRK1A,chr21,38739858
DYRK1B,chr19,40324841
DYRK2,chr12,68042511
DYRK3,chr1,206808880
DYRK4,chr12,4699237
DYSF,chr2,71680752
DYTN,chr2,207583120
DYX1C1,chr15,55800432
DZANK1,chr20,18447829
DZIP1,chr13,96296960
DZIP1L,chr3,137834451
E2F1,chr20,32274210
E2F2,chr1,23857712
E2F4,chr16,67226067
E2F5,chr8,86089618
E2F6,chr2,11606303
E2F7,chr12,77459360
E2F8,chr11,19262507
EAF1,chr3,15469063
EAF2,chr3,121554033
EAPP,chr14,35008943
EARS2,chr16,23568696
EBAG9,chr8,110552303
EBF1,chr5,158526788
EBF2,chr8,25902640
EBF3,chr10,131762091
EBF4,chr20,2673523
EBI3,chr19,4229539
EBLN2,chr3,73110809
EBNA1BP2,chr1,43637986
EBP,chrX,48380163
ECD,chr10,74927853
ECE1,chr1,21616982
ECE2,chr3,183967444
ECEL1,chr2,233352532
ECH1,chr19,39322497
ECHDC1,chr6,127664754
ECHDC2,chr1,53387446
ECHDC3,chr10,11784355
ECHS1,chr10,135186908
ECI1,chr16,2301602
ECI2,chr6,4135831
ECM1,chr1,150480486
ECM2,chr9,95298374
ECSCR,chr5,138842320
ECSIT,chr19,11639987
ECT2,chr3,172468474
ECT2L,chr6,139117247
EDA,chrX,68835910
EDA2R,chrX,65858892
EDAR,chr2,109605828
EDARADD,chr1,236557679
EDC3,chr15,74988386
EDC4,chr16,67906925
EDDM3A,chr14,21214098
EDDM3B,chr14,21236585
EDEM1,chr3,5229358
EDEM2,chr20,33735161
EDEM3,chr1,184724041
EDF1,chr9,139760788
EDIL3,chr5,83680685
EDN1,chr6,12290528
EDN2,chr1,41950344
EDN3,chr20,57875498
EDNRA,chr4,148402068
EDNRB,chr13,78492966
EDRF1,chr10,127408083
EEA1,chr12,93323107
EED,chr11,85955805
EEF1A1,chr6,74230755
EEF1A2,chr20,62130668
EEF1B2,chr2,207024317
EEF1D,chr8,144679845
EEF1DP3,chr13,32420919
EEF2,chr19,3985461
EEF2K,chr16,22217591
EEFSEC,chr3,127872312
EEPD1,chr7,36192835
EFCAB1,chr8,49647870
EFCAB10,chr7,105221976
EFCAB11,chr14,90421121
EFCAB12,chr3,129147494
EFCAB13,chr17,45401326
EFCAB14,chr1,47184736
EFCAB2,chr1,245133170
EFCAB4B,chr12,3724493
EFCAB5,chr17,28256873
EFCAB6,chr22,44208217
EFCAB7,chr1,63989012
EFCAB9,chr5,171621175
EFCC1,chr3,128720471
EFEMP1,chr2,56151298
EFEMP2,chr11,65640405
EFHB,chr3,19975706
EFHC1,chr6,52284993
EFHC2,chrX,44202923
EFHD1,chr2,233498206
EFHD2,chr1,15736390
EFNA1,chr1,155100348
EFNA2,chr19,1286152
EFNA3,chr1,155051347
EFNA4,chr1,155036212
EFNA5,chr5,107006596
EFNB1,chrX,68048839
EFNB2,chr13,107187388
EFNB3,chr17,7608519
EFR3A,chr8,132916355
EFR3B,chr2,25264972
EFS,chr14,23834842
EFTUD1,chr15,82555104
EFTUD2,chr17,42976993
EGF,chr4,110834039
EGFEM1P,chr3,167967309
EGFL6,chrX,13587693
EGFL7,chr9,139557378
EGFLAM,chr5,38258510
EGFR,chr7,55086724
EGLN1,chr1,231560790
EGLN2,chr19,41305047
EGLN3,chr14,34420284
EGOT,chr3,4793274
EGR1,chr5,137801180
EGR2,chr10,64576126
EGR3,chr8,22550815
EGR4,chr2,73520829
EHBP1,chr2,62933000
EHBP1L1,chr11,65343508
EHD1,chr11,64646240
EHD2,chr19,48216600
EHD3,chr2,31456879
EHD4,chr15,42264755
EHF,chr11,34642587
EHHADH,chr3,184971886
EHMT1,chr9,140513443
EID1,chr15,49170289
EID2,chr19,40030838
EID2B,chr19,40023494
EID3,chr12,104697509
EIF1,chr17,39845126
EIF1AD,chr11,65769637
EIF1AX,chrX,20159966
EIF1AY,chrY,22737596
EIF1B,chr3,40351172
EIF2A,chr3,150264573
EIF2AK1,chr7,6098860
EIF2AK2,chr2,37384190
EIF2AK3,chr2,88927094
EIF2AK4,chr15,40327797
EIF2B1,chr12,124118323
EIF2B2,chr14,75469611
EIF2B3,chr1,45452394
EIF2B4,chr2,27593324
EIF2B5,chr3,183852809
EIF2D,chr1,206785904
EIF2S1,chr14,67827033
EIF2S2,chr20,32700085
EIF3B,chr7,2394473
EIF3D,chr22,36925277
EIF3G,chr19,10230599
EIF3H,chr8,117768062
EIF3I,chr1,32687970
EIF3IP1,chr7,109600270
EIF3J,chr15,44829265
EIF3J-AS1,chr15,44829121
EIF3K,chr19,39109721
EIF3M,chr11,32605312
EIF4A3,chr17,78120982
EIF4E,chr4,99851786
EIF4E1B,chr5,176057682
EIF4E3,chr3,71803924
EIF4EBP1,chr8,37888019
EIF4EBP2,chr10,72163860
EIF4EBP3,chr5,139927250
EIF4ENIF1,chr22,31885874
EIF4G1,chr3,184038100
EIF4G2,chr11,10830582
EIF4G3,chr1,21437876
EIF4H,chr7,73588705
EIF5,chr14,103800338
EIF5A2,chr3,170626426
EIF5B,chr2,99953833
EIF6,chr20,33872619
ELAC1,chr18,48494386
ELAC2,chr17,12921381
ELANE,chr19,852290
ELAVL1,chr19,8070529
ELAVL2,chr9,23826063
ELAVL3,chr19,11591803
ELAVL4,chr1,50574593
ELF1,chr13,41593508
ELF2,chr4,140060630
ELF3,chr1,201979689
ELF4,chrX,129244475
ELF5,chr11,34533346
ELFN1,chr7,1748797
ELFN2,chr22,37823505
ELK1,chrX,47510003
ELK3,chr12,96588206
ELK4,chr1,205602000
ELL,chr19,18632937
ELL3,chr15,44069502
ELMO1,chr7,37488555
ELMO2,chr20,45035271
ELMO3,chr16,67233027
ELMOD1,chr11,107461816
ELMOD2,chr4,141445311
ELMOD3,chr2,85581842
ELMSAN1,chr14,74227001
ELN,chr7,73442118
ELOF1,chr19,11670051
ELOVL1,chr1,43833745
ELOVL2,chr6,11044624
ELOVL3,chr10,103986034
ELOVL4,chr6,80657315
ELOVL5,chr6,53213977
ELOVL6,chr4,111119820
ELOVL7,chr5,60140101
ELP2,chr18,33709836
ELP3,chr8,27950583
ELP6,chr3,47555199
ELSPBP1,chr19,48497907
ELTD1,chr1,79472495
EMC1,chr1,19578053
EMC2,chr8,109455852
EMC3,chr3,10028522
EMC3-AS1,chr3,10028576
EMC7,chr15,34394053
EMC8,chr16,85833148
EMC9,chr14,24610797
EMCN,chr4,101439250
EMD,chrX,153607596
EME1,chr17,48450580
EME2,chr16,1823228
EMG1,chr12,7079943
EMID1,chr22,29601900
EMILIN1,chr2,27301434
EMILIN2,chr18,2847027
EMILIN3,chr20,39995498
EML1,chr14,100259744
EML2,chr19,46142675
EML3,chr11,62380237
EML4,chr2,42396489
EML5,chr14,89259096
EML6,chr2,54952148
EMP1,chr12,13349601
EMP2,chr16,10674539
EMP3,chr19,48828628
EMR2,chr19,14889353
EMR4P,chr19,6952510
EMX1,chr2,73144603
EMX2,chr10,119301955
EMX2OS,chr10,119304579
EN1,chr2,119605759
EN2,chr7,155250823
ENAH,chr1,225840845
ENC1,chr5,73937249
ENDOD1,chr11,94822973
ENDOG,chr9,131580778
ENDOU,chr12,48119355
ENDOV,chr17,78388966
ENG,chr9,130617052
ENGASE,chr17,77071018
ENHO,chr9,34523037
ENKD1,chr16,67700628
ENKUR,chr10,25305085
ENO1-AS1,chr1,8938893
ENO2,chr12,7023613
ENO3,chr17,4854383
ENO4,chr10,118609022
ENOPH1,chr4,83351725
ENOSF1,chr18,712662
ENOX1,chr13,44361116
ENOX2,chrX,130037291
ENPEP,chr4,111397228
ENPP1,chr6,132129155
ENPP2,chr8,120651106
ENPP3,chr6,131958441
ENPP4,chr6,46097700
ENPP5,chr6,46138717
ENPP6,chr4,185139114
ENPP7,chr17,77704864
ENSA,chr1,150602098
ENTHD1,chr22,40139048
ENTHD2,chr17,79212891
ENTPD1,chr10,97515672
ENTPD1-AS1,chr10,97849992
ENTPD2,chr9,139942550
ENTPD3,chr3,40428672
ENTPD4,chr8,23315244
ENTPD5,chr14,74486026
ENTPD6,chr20,25176338
ENTPD7,chr10,101419262
ENTPD8,chr9,140335901
EOGT,chr3,69063045
EOMES,chr3,27764206
EP300,chr22,41488613
EP400,chr12,132434464
EP400NL,chr12,132568827
EPAS1,chr2,46524540
EPB41,chr1,29213602
EPB41L1,chr20,34742661
EPB41L2,chr6,131384462
EPB41L3,chr18,5544309
EPB41L4A,chr5,111755010
EPB41L4A-AS1,chr5,111496222
EPB41L4A-AS2,chr5,111755279
EPB41L4B,chr9,112083244
EPB41L5,chr2,120770603
EPC1,chr10,32636146
EPC2,chr2,149402559
EPDR1,chr7,37960162
EPG5,chr18,43547305
EPHA1,chr7,143105985
EPHA1-AS1,chr7,143220540
EPHA10,chr1,38230824
EPHA2,chr1,16482582
EPHA3,chr3,89156673
EPHA4,chr2,222437010
EPHA5,chr4,66536213
EPHA6,chr3,96533424
EPHA8,chr1,22890003
EPHB1,chr3,134514098
EPHB2,chr1,23037330
EPHB3,chr3,184279586
EPHB4,chr7,100425143
EPHB6,chr7,142560513
EPHX1,chr1,226013001
EPHX2,chr8,27348518
EPHX3,chr19,15343231
EPHX4,chr1,92495532
EPM2A,chr6,146056991
EPM2AIP1,chr3,37034795
EPN1,chr19,56186560
EPN2,chr17,19140689
EPN3,chr17,48610047
EPO,chr7,100318422
EPOR,chr19,11495018
EPPIN,chr20,44176065
EPPK1,chr8,144952632
EPRS,chr1,220220000
EPS15,chr1,51984995
EPS15L1,chr19,16466054
EPS8,chr12,15942510
EPS8L1,chr19,55587220
EPS8L2,chr11,706119
EPS8L3,chr1,110306644
EPSTI1,chr13,43566407
EPT1,chr2,26568953
EPX,chr17,56270088
EPYC,chr12,91398803
ERAL1,chr17,27182042
ERAP1,chr5,96143892
ERAP2,chr5,96211643
ERAS,chrX,48684922
ERBB2,chr17,37856253
ERBB2IP,chr5,65222381
ERBB3,chr12,56473808
ERC1,chr12,1100403
ERC2,chr3,56502391
ERC2-IT1,chr3,55693497
ERCC1,chr19,45927177
ERCC2,chr19,45873845
ERCC3,chr2,128051752
ERCC4,chr16,14014013
ERCC5,chr13,103498190
ERCC6,chr10,50747169
ERCC6L,chrX,71458858
ERCC6L2,chr9,98637899
ERCC8,chr5,60240905
EREG,chr4,75230859
ERF,chr19,42759309
ERG,chr21,39870428
ERGIC1,chr5,172261222
ERGIC2,chr12,29534143
ERGIC3,chr20,34129777
ERI1,chr8,8860313
ERI2,chr16,20817795
ERI3,chr1,44820939
ERICH1,chr8,681226
ERICH1-AS1,chr8,1087777
ERLEC1,chr2,54014067
ERLIN1,chr10,101945734
ERLIN2,chr8,37594096
ERMAP,chr1,43282775
ERMARD,chr6,170151717
ERMN,chr2,158182416
ERMP1,chr9,5833081
ERN1,chr17,62207502
ERN2,chr16,23724821
ERO1L,chr14,53162419
ERO1LB,chr1,236445339
ERP27,chr12,15091463
ERP29,chr12,112451151
ERP44,chr9,102861330
ERRFI1,chr1,8086393
ERV3-1,chr7,64467124
ERVFRD-1,chr6,11112071
ERVMER34-1,chr4,53617807
ESAM,chr11,124632223
ESCO1,chr18,19180693
ESCO2,chr8,27632057
ESD,chr13,47371367
ESF1,chr20,13765532
ESM1,chr5,54281414
ESPN,chr1,6484847
ESPNL,chr2,239008950
ESR2,chr14,64761128
ESRP1,chr8,95653363
ESRRA,chr11,64072999
ESRRB,chr14,76837689
ESRRG,chr1,217262987
ESYT1,chr12,56521985
ESYT2,chr7,158622319
ESYT3,chr3,138153414
ETAA1,chr2,67624441
ETFA,chr15,76603810
ETFB,chr19,51858096
ETFDH,chr4,159593252
ETHE1,chr19,44031396
ETNK1,chr12,22778075
ETNK2,chr1,204121307
ETNPPL,chr4,109684235
ETS1,chr11,128392205
ETS2,chr21,40177754
ETV1,chr7,14029642
ETV2,chr19,36132646
ETV3,chr1,157108177
ETV4,chr17,41623305
ETV5,chr3,185826901
ETV6,chr12,11802787
ETV7,chr6,36355577
EVA1A,chr2,75796848
EVA1B,chr1,36789755
EVC,chr4,5712923
EVC2,chr4,5710294
EVI2A,chr17,29648767
EVI2B,chr17,29641130
EVI5,chr1,93257961
EVI5L,chr19,7895160
EVL,chr14,100531750
EVPL,chr17,74023507
EVPLL,chr17,18281078
EVX1,chr7,27282163
EVX2,chr2,176948690
EWSR1,chr22,29663997
EXD1,chr15,41522955
EXD2,chr14,69658193
EXO1,chr1,242012032
EXO5,chr1,40974432
EXOC1,chr4,56719815
EXOC2,chr6,693141
EXOC3,chr5,443333
EXOC3L1,chr16,67224107
EXOC3L2,chr19,45737469
EXOC3L4,chr14,103566480
EXOC4,chr7,132937822
EXOC5,chr14,57735617
EXOC6,chr10,94594469
EXOC6B,chr2,73053177
EXOC7,chr17,74099868
EXOC8,chr1,231473578
EXOSC1,chr10,99205768
EXOSC10,chr1,11159938
EXOSC2,chr9,133569146
EXOSC3,chr9,37785089
EXOSC4,chr8,145133521
EXOSC5,chr19,41903256
EXOSC7,chr3,45017740
EXOSC8,chr13,37574677
EXOSC9,chr4,122722471
EXPH5,chr11,108464374
EXT1,chr8,119124058
EXT2,chr11,44117746
EXTL1,chr1,26348270
EXTL2,chr1,101360735
EXTL3,chr8,28558989
EYA1,chr8,72268746
EYA2,chr20,45523262
EYA3,chr1,28415148
EYA4,chr6,133562494
EYS,chr6,66289697
EZH1,chr17,40897071
EZH2,chr7,148581441
EZR,chr6,159239340
EZR-AS1,chr6,159239010
F10,chr13,113777112
F11,chr4,187187117
F11R,chr1,160991133
F12,chr5,176836577
F13A1,chr6,6320924
F13B,chr1,197036397
F2,chr11,46740742
F2R,chr5,76011867
F2RL2,chr5,75919259
F3,chr1,95007413
F5,chr1,169555769
F7,chr13,113760101
F8,chrX,154114577
F9,chrX,138612894
FA2H,chr16,74808729
FAAH,chr1,46859938
FAAH2,chrX,57313109
FABP1,chr2,88427650
FABP12,chr8,82443550
FABP3,chr1,31845923
FABP4,chr8,82395473
FABP6,chr5,159656436
FABP9,chr8,82373758
FADD,chr11,70049268
FADS1,chr11,61584529
FADS2,chr11,61595504
FADS3,chr11,61659017
FADS6,chr17,72889705
FAF1,chr1,51425936
FAF2,chr5,175875355
FAH,chr15,80445232
FAHD1,chr16,1877224
FAHD2A,chr2,96068447
FAIM,chr3,138327541
FAIM2,chr12,50297760
FAM101A,chr12,124773709
FAM101B,chr17,295731
FAM102A,chr9,130742812
FAM102B,chr1,109102970
FAM104A,chr17,71228533
FAM105A,chr5,14581890
FAM105B,chr5,14664782
FAM107A,chr3,58563491
FAM107B,chr10,14816896
FAM109A,chr12,111806925
FAM109B,chr22,42470254
FAM110B,chr8,58907112
FAM110C,chr2,46588
FAM110D,chr1,26485510
FAM111A,chr11,58912251
FAM114A1,chr4,38869353
FAM114A2,chr5,153418497
FAM115A,chr7,143599172
FAM115C,chr7,143412938
FAM117A,chr17,47841518
FAM117B,chr2,203499900
FAM118A,chr22,45705784
FAM118B,chr11,126081618
FAM120AOS,chr9,96215874
FAM120C,chrX,54209714
FAM122A,chr9,71394963
FAM122B,chrX,133930385
FAM122C,chrX,133941222
FAM124A,chr13,51796469
FAM124B,chr2,225266711
FAM126A,chr7,23053770
FAM126B,chr2,201936392
FAM127A,chrX,134166332
FAM127B,chrX,134186221
FAM127C,chrX,134156566
FAM129A,chr1,184943718
FAM129C,chr19,17634109
FAM131A,chr3,184055275
FAM131B,chr7,143059173
FAM132A,chr1,1182102
FAM133A,chrX,92929011
FAM133B,chr7,92219708
FAM134A,chr2,220042938
FAM134B,chr5,16617167
FAM134C,chr17,40761445
FAM135A,chr6,71123106
FAM135B,chr8,139509065
FAM136A,chr2,70529220
FAM13A,chr4,89978346
FAM13A-AS1,chr4,89630939
FAM13B,chr5,137368802
FAM13C,chr10,61122352
FAM149A,chr4,187065994
FAM149B1,chr10,74927876
FAM150A,chr8,53478021
FAM150B,chr2,288308
FAM151A,chr1,55089200
FAM151B,chr5,79783799
FAM155A,chr13,108519460
FAM155B,chrX,68725077
FAM159A,chr1,53099065
FAM159B,chr5,63986134
FAM160A1,chr4,152330397
FAM160A2,chr11,6255941
FAM160B1,chr10,116581502
FAM160B2,chr8,21946713
FAM161A,chr2,62081278
FAM161B,chr14,74417117
FAM162A,chr3,122103022
FAM162B,chr6,117086886
FAM163A,chr1,179712297
FAM163B,chr9,136445368
FAM166B,chr9,35563896
FAM167A,chr8,11324276
FAM167B,chr1,32712817
FAM168B,chr2,131851004
FAM169A,chr5,74162663
FAM171A1,chr10,15413058
FAM171A2,chr17,42441235
FAM171B,chr2,187558788
FAM172A,chr5,93447404
FAM173A,chr16,771141
FAM173B,chr5,10250021
FAM174A,chr5,99871123
FAM174B,chr15,93199031
FAM175A,chr4,84406290
FAM175B,chr10,126490353
FAM177A1,chr14,35515609
FAM177B,chr1,222910557
FAM178A,chr10,102672325
FAM178B,chr2,97563870
